id	num
chr22:29203011-29204211	93
chr22:29204211-29204411	94
chr22:29204411-29205011	95
chr22:50250171-50250571	96
chr22:50341971-50342171	97
chr22:50342171-50342371	98
chr22:50342371-50342571	99
chr22:50342571-50343571	100
chr22:50343571-50343771	101
chr22:50406571-50409371	102
chr22:50485571-50498571	103
chr22:50250571-50250971	104
chr22:50250971-50251171	105
chr22:50251171-50251571	106
chr22:50251571-50251971	107
chr22:50251971-50252171	108
chr22:50252171-50252571	109
chr22:50252571-50255571	110
chr22:50283171-50290571	111
chr22:50328371-50341971	112
chr22:20407910-20412310	113
chr22:20443113-20453113	114
chr22:20412310-20412510	115
chr22:20412510-20418310	116
chr22:23184213-23186613	117
chr22:23229413-23231213	118
chr22:23231213-23231613	119
chr22:23231613-23232013	120
chr22:23233413-23236013	121
chr22:23232013-23233413	122
chr22:23186613-23187813	123
chr22:23187813-23188013	124
chr22:23188013-23188613	125
chr22:23188613-23189213	126
chr22:23189213-23189413	127
chr22:23189413-23190613	128
chr22:40431596-40440596	129
chr22:40637996-40651396	130
chr22:40603596-40606596	131
chr22:40606596-40607796	132
chr22:40607796-40612796	133
chr22:39169795-39172195	134
chr22:39306595-39306795	135
chr22:39306795-39308395	136
chr22:39308395-39311395	137
chr22:39172195-39173195	138
chr22:39173195-39173795	139
chr22:39174595-39174995	140
chr22:39173795-39174595	141
chr22:31104814-31105214	142
chr22:31148214-31148614	143
chr22:31148614-31149014	144
chr22:31144414-31148214	145
chr22:31105214-31105414	146
chr22:31105414-31105814	147
chr22:31105814-31106614	148
chr22:31106614-31107414	149
chr22:31107414-31108214	150
chr22:24189832-24190232	151
chr22:24214632-24230832	152
chr22:24190232-24204032	153
chr22:36780156-36781756	154
chr22:36856158-36856958	155
chr22:36856958-36858358	156
chr22:36808356-36812556	157
chr22:36812556-36813956	158
chr22:36813956-36814356	159
chr22:36814356-36814556	160
chr22:36814556-36815956	161
chr22:36977159-36977559	162
chr22:36977559-36978159	163
chr22:36782156-36782756	164
chr22:36782756-36786556	165
chr22:36781756-36782156	166
chr22:36189752-36190152	167
chr22:36220554-36220954	168
chr22:36190152-36191152	169
chr22:36191152-36191752	170
chr22:36191954-36195154	171
chr22:49981171-49982771	172
chr22:50029571-50029971	173
chr22:50016971-50029571	174
chr22:49982771-49983171	175
chr22:49983171-49984171	176
chr22:49984171-49984371	177
chr22:49984371-49986371	178
chr22:41964396-41966796	179
chr22:42104996-42116196	180
chr22:41966796-41967196	181
chr22:41967196-41969196	182
chr22:41969196-41970196	183
chr22:25362833-25369233	184
chr22:25425833-25431433	185
chr22:25369233-25369433	186
chr22:29269611-29271011	187
chr22:29300410-29300610	188
chr22:29300610-29301210	189
chr22:29301210-29305410	190
chr22:29334011-29336611	191
chr22:29336611-29337411	192
chr22:29337411-29342811	193
chr22:29271011-29272011	194
chr22:24950033-24950433	195
chr22:25025633-25025833	196
chr22:25025833-25027233	197
chr22:25027233-25027633	198
chr22:24950433-24950833	199
chr22:24950833-24952233	200
chr22:24953233-24953433	201
chr22:24953433-24954233	202
chr22:24954233-24954633	203
chr22:24952233-24953233	204
chr22:36139152-36140752	205
chr22:36170952-36184152	206
chr22:36140752-36141752	207
chr22:36141752-36145352	208
chr22:43270594-43270794	209
chr22:43344594-43345994	210
chr22:43345994-43350794	211
chr22:43270794-43272994	212
chr22:43272994-43273194	213
chr22:43273194-43274994	214
chr22:37639993-37640193	215
chr22:37678393-37681793	216
chr22:37681793-37681993	217
chr22:37681993-37685993	218
chr22:37640193-37640393	219
chr22:37640393-37640793	220
chr22:37640793-37641193	221
chr22:37641193-37641593	222
chr22:37641593-37642393	223
chr22:37642393-37643193	224
chr22:37643193-37643793	225
chr22:30445013-30445213	226
chr22:30537213-30538013	227
chr22:30538013-30541813	228
chr22:30610013-30625013	229
chr22:30445213-30445813	230
chr22:30445813-30453813	231
chr22:50544771-50546571	232
chr22:50613972-50619972	233
chr22:50546571-50552371	234
chr22:38410395-38410795	235
chr22:38454394-38456594	236
chr22:38456594-38457594	237
chr22:38457795-38460995	238
chr22:38410795-38411395	239
chr22:38411395-38412595	240
chr22:38412595-38412795	241
chr22:38412795-38413395	242
chr22:38413395-38415795	243
chr22:19730877-19731077	244
chr22:19904077-19913677	245
chr22:19943877-19949277	246
chr22:19949277-19949477	247
chr22:19731077-19731277	248
chr22:19731277-19736477	249
chr22:30753813-30764013	250
chr22:30910213-30924213	251
chr22:30819213-30821013	252
chr22:30807413-30819213	253
chr22:30764013-30764213	254
chr22:30764213-30764613	255
chr22:36197954-36201354	256
chr22:36257954-36258754	257
chr22:36258754-36259154	258
chr22:36259154-36259954	259
chr22:36251754-36257954	260
chr22:36201354-36201954	261
chr22:36201954-36208154	262
chr22:42375994-42377994	263
chr22:42406394-42412194	264
chr22:42412194-42412394	265
chr22:42412394-42412594	266
chr22:42412594-42413194	267
chr22:42413194-42413394	268
chr22:42377994-42378794	269
chr22:42378794-42379994	270
chr22:32409013-32410813	271
chr22:32473613-32474013	272
chr22:32474013-32474413	273
chr22:32474413-32475213	274
chr22:32468013-32473613	275
chr22:32444213-32445813	276
chr22:32445813-32447013	277
chr22:32447013-32452813	278
chr22:32410813-32411013	279
chr22:32411013-32411813	280
chr22:32411813-32412213	281
chr22:32412213-32412613	282
chr22:32412613-32417413	283
chr22:17438756-17443156	284
chr22:17482768-17491168	285
chr22:17443156-17443356	286
chr22:17443356-17445356	287
chr22:38007593-38016193	288
chr22:38063193-38064193	289
chr22:38064193-38066593	290
chr22:38059393-38063193	291
chr22:46119920-46124920	292
chr22:46310503-46315703	293
chr22:46069720-46070720	294
chr22:46109720-46112320	295
chr22:46070720-46071320	296
chr22:46074120-46074720	297
chr22:46071320-46074120	298
chr22:45015119-45020119	299
chr22:45058519-45061319	300
chr22:45054519-45058519	301
chr22:19725077-19730877	302
chr22:19754877-19755877	303
chr22:19755877-19756677	304
chr22:19756677-19756877	305
chr22:19756877-19757477	306
chr22:19757477-19758277	307
chr22:19759477-19759677	308
chr22:19759677-19759877	309
chr22:19758277-19759477	310
chr22:50269771-50271771	311
chr22:50409371-50413571	312
chr22:50271771-50272971	313
chr22:50272971-50274971	314
chr22:23790013-23791613	315
chr22:23825813-23827813	316
chr22:23827813-23828013	317
chr22:23828013-23828813	318
chr22:23828813-23830213	319
chr22:23791613-23798813	320
chr22:42215394-42216394	321
chr22:42238994-42255394	322
chr22:42216394-42217194	323
chr22:42217194-42217794	324
chr22:42217794-42218194	325
chr22:42218194-42218994	326
chr22:42218994-42219194	327
chr22:42219194-42219794	328
chr22:42219794-42219994	329
chr22:26168834-26170634	330
chr22:26275634-26277434	331
chr22:26170634-26171034	332
chr22:26171034-26172034	333
chr22:26172034-26174034	334
chr22:26174034-26174234	335
chr22:26174234-26174434	336
chr22:26174434-26174834	337
chr22:21770311-21771111	338
chr22:21807911-21810711	339
chr22:21771111-21773111	340
chr22:21773111-21778711	341
chr22:44975320-44975720	342
chr22:45076519-45081919	343
chr22:45081919-45082519	344
chr22:45082519-45090519	345
chr22:44975720-44978720	346
chr22:44978720-44980320	347
chr22:26360234-26361034	348
chr22:26460634-26463034	349
chr22:30253211-30256011	350
chr22:30278411-30288211	351
chr22:30288211-30288411	352
chr22:30288411-30289011	353
chr22:30289011-30290211	354
chr22:30256011-30256211	355
chr22:30256211-30258611	356
chr22:30258611-30263211	357
chr22:39003795-39013195	358
chr22:39114995-39115195	359
chr22:39115195-39117395	360
chr22:39117395-39117595	361
chr22:39117595-39117795	362
chr22:39117795-39123995	363
chr22:39947396-39953796	364
chr22:39989396-39989796	365
chr22:39989796-39990196	366
chr22:39953796-39954196	367
chr22:31211614-31211814	368
chr22:31270014-31270614	369
chr22:31270614-31270814	370
chr22:31270814-31272414	371
chr22:31272414-31272814	372
chr22:31272814-31276814	373
chr22:31245014-31247814	374
chr22:31247814-31248214	375
chr22:31248214-31248814	376
chr22:31248814-31252014	377
chr22:31211814-31212214	378
chr22:31212214-31213014	379
chr22:31213014-31213214	380
chr22:31213214-31213614	381
chr22:24418032-24422232	382
chr22:24517632-24521632	383
chr22:24521632-24522232	384
chr22:24522232-24525632	385
chr22:24422232-24423632	386
chr22:24423632-24425032	387
chr22:38514795-38516195	388
chr22:38558995-38566795	389
chr22:38516195-38517195	390
chr22:22446262-22452662	391
chr22:22559594-22560394	392
chr22:22560795-22561795	393
chr22:22561795-22570395	394
chr22:22452863-22453263	395
chr22:22453263-22453463	396
chr22:36379755-36380355	397
chr22:36419755-36426355	398
chr22:36380355-36383155	399
chr22:36383155-36383555	400
chr22:36383555-36384755	401
chr22:36384755-36384955	402
chr22:20173677-20173877	403
chr22:20224877-20225877	404
chr22:20225877-20226277	405
chr22:20226277-20226477	406
chr22:20226477-20226877	407
chr22:20173877-20174877	408
chr22:20174877-20175277	409
chr22:37705593-37708593	410
chr22:37768793-37769793	411
chr22:37761193-37768793	412
chr22:35354407-35368407	413
chr22:35393407-35396407	414
chr22:35396407-35396807	415
chr22:35396807-35399207	416
chr22:35399207-35399407	417
chr22:35399407-35399807	418
chr22:35492353-35502753	419
chr22:39927996-39933196	420
chr22:40019596-40021996	421
chr22:40021996-40024396	422
chr22:40024396-40025196	423
chr22:39933196-39935996	424
chr22:38758795-38760795	425
chr22:38844795-38845795	426
chr22:38847595-38848195	427
chr22:38848195-38852995	428
chr22:38845795-38847595	429
chr22:38794795-38795795	430
chr22:38795795-38797195	431
chr22:38797195-38802395	432
chr22:38760795-38761195	433
chr22:38761195-38765795	434
chr22:45860320-45860520	435
chr22:45974920-45975720	436
chr22:45975720-45979520	437
chr22:45979520-45980520	438
chr22:45860520-45864520	439
chr22:23180013-23180213	440
chr22:23249013-23253613	441
chr22:23253613-23253813	442
chr22:23253813-23255613	443
chr22:23180213-23180613	444
chr22:23180613-23180813	445
chr22:23180813-23181013	446
chr22:23181013-23181213	447
chr22:23181213-23181413	448
chr22:23181413-23182413	449
chr22:23182413-23182613	450
chr22:23182613-23184213	451
chr22:41449396-41457596	452
chr22:41487196-41491596	453
chr22:41491596-41499596	454
chr22:19678677-19679077	455
chr22:19712477-19713677	456
chr22:19713677-19713877	457
chr22:19713877-19715077	458
chr22:19708077-19712477	459
chr22:36389155-36397555	460
chr22:36444550-36445350	461
chr22:36445350-36445750	462
chr22:36445750-36446950	463
chr22:36447153-36449753	464
chr22:36449753-36450153	465
chr22:36397555-36397755	466
chr22:49677952-49690552	467
chr22:49716952-49717752	468
chr22:49717752-49723752	469
chr22:40518396-40525596	470
chr22:40635396-40635596	471
chr22:40635596-40635996	472
chr22:40635996-40636396	473
chr22:40636396-40636796	474
chr22:40636796-40637996	475
chr22:40615996-40623596	476
chr22:40612996-40615996	477
chr22:39489995-39490795	478
chr22:39525195-39527995	479
chr22:39527995-39528795	480
chr22:39528795-39529995	481
chr22:39490795-39494195	482
chr22:39494195-39494795	483
chr22:17735434-17742034	484
chr22:17779634-17780434	485
chr22:17780434-17780634	486
chr22:17780634-17781034	487
chr22:17781034-17786634	488
chr22:17742034-17743034	489
chr22:17744034-17744834	490
chr22:17743034-17744034	491
chr22:20418310-20418510	492
chr22:20494513-20495313	493
chr22:20495313-20495913	494
chr22:20496913-20497113	495
chr22:20497113-20497913	496
chr22:20497913-20499713	497
chr22:20495913-20496913	498
chr22:20565113-20565513	499
chr22:20565513-20566313	500
chr22:20566313-20569513	501
chr22:20418510-20418710	502
chr22:49926952-49927152	503
chr22:49993771-49996771	504
chr22:49996771-49997371	505
chr22:49997371-49998971	506
chr22:49998971-49999171	507
chr22:49999171-49999371	508
chr22:49999371-49999771	509
chr22:49999771-50000371	510
chr22:49927152-49928552	511
chr22:49928552-49929552	512
chr22:49929552-49930152	513
chr22:19518077-19521077	514
chr22:19639677-19641277	515
chr22:19641277-19641677	516
chr22:19641677-19641877	517
chr22:19641877-19646277	518
chr22:19521077-19521277	519
chr22:19521277-19521477	520
chr22:19521477-19522277	521
chr22:19522277-19523077	522
chr22:19523077-19525077	523
chr22:39179995-39180195	524
chr22:39212595-39213995	525
chr22:39213995-39214395	526
chr22:39214395-39214995	527
chr22:39205995-39212595	528
chr22:39180195-39185795	529
chr22:50629172-50640172	530
chr22:50671772-50672372	531
chr22:50672372-50672972	532
chr22:50672972-50673972	533
chr22:50673972-50675372	534
chr22:50711372-50717572	535
chr22:22859421-22860221	536
chr22:22949816-22955016	537
chr22:22847825-22859225	538
chr22:50533771-50537971	539
chr22:50585171-50598171	540
chr22:50537971-50538771	541
chr22:22782311-22790511	542
chr22:22874420-22877620	543
chr22:22877620-22882220	544
chr22:37264959-37266959	545
chr22:37295759-37302359	546
chr22:37302359-37302959	547
chr22:37302959-37303959	548
chr22:37303959-37304759	549
chr22:37304759-37305359	550
chr22:37424763-37425163	551
chr22:37425163-37425763	552
chr22:37425955-37426355	553
chr22:37426761-37427161	554
chr22:37427365-37428165	555
chr22:37428165-37428565	556
chr22:37428768-37428968	557
chr22:37428968-37429168	558
chr22:37429168-37430168	559
chr22:37266959-37267559	560
chr22:28919012-28920812	561
chr22:29032812-29040612	562
chr22:28920812-28921212	563
chr22:28921212-28924812	564
chr22:28924812-28925012	565
chr22:48574988-48576988	566
chr22:48661788-48672188	567
chr22:48726188-48729588	568
chr22:48576988-48577388	569
chr22:48577388-48577588	570
chr22:48578588-48579388	571
chr22:48579388-48580388	572
chr22:48577588-48578588	573
chr22:47679851-47680451	574
chr22:47714651-47724251	575
chr22:47724251-47725251	576
chr22:47680451-47681251	577
chr22:47681251-47689251	578
chr22:39048395-39051595	579
chr22:39110795-39111595	580
chr22:39111595-39113595	581
chr22:39113595-39114195	582
chr22:39114195-39114395	583
chr22:39114395-39114595	584
chr22:39114595-39114795	585
chr22:39114795-39114995	586
chr22:39051595-39053795	587
chr22:39053795-39055595	588
chr22:30625013-30634613	589
chr22:30739413-30750013	590
chr22:30671813-30679213	591
chr22:30669413-30671813	592
chr22:30634613-30634813	593
chr22:30634813-30635413	594
chr22:38052193-38052993	595
chr22:38098193-38110393	596
chr22:38215193-38215393	597
chr22:38215393-38215793	598
chr22:38215793-38217993	599
chr22:38217993-38218193	600
chr22:38218193-38219193	601
chr22:38219193-38219593	602
chr22:38219593-38219793	603
chr22:38219793-38220193	604
chr22:38052993-38056793	605
chr22:17160310-17171110	606
chr22:17199910-17200110	607
chr22:17200110-17200310	608
chr22:17200310-17200510	609
chr22:17200510-17201910	610
chr22:17203310-17203510	611
chr22:17203510-17204910	612
chr22:17201910-17203310	613
chr22:46590703-46596903	614
chr22:46652903-46653903	615
chr22:20203077-20206477	616
chr22:20238477-20240677	617
chr22:20240677-20241077	618
chr22:20241077-20241277	619
chr22:20241277-20241677	620
chr22:20241677-20242877	621
chr22:20242877-20243277	622
chr22:20243277-20246077	623
chr22:20265277-20265477	624
chr22:20267077-20267277	625
chr22:20267277-20267477	626
chr22:20267477-20267677	627
chr22:20267677-20267877	628
chr22:20267877-20268077	629
chr22:20268077-20268477	630
chr22:20268477-20268677	631
chr22:20268677-20268877	632
chr22:20268877-20270277	633
chr22:20265477-20267077	634
chr22:20206477-20206677	635
chr22:20206677-20207077	636
chr22:46149897-46150297	637
chr22:46150297-46150897	638
chr22:46150897-46151897	639
chr22:46151897-46152897	640
chr22:46154697-46154897	641
chr22:46152897-46154697	642
chr22:47639251-47649851	643
chr22:42913994-42915394	644
chr22:42978994-42984394	645
chr22:42945194-42945794	646
chr22:42945794-42946594	647
chr22:42946594-42947994	648
chr22:42947994-42950394	649
chr22:42905794-42913994	650
chr22:46380503-46391303	651
chr22:46413103-46422703	652
chr22:50454171-50456371	653
chr22:50498571-50498971	654
chr22:50456371-50458571	655
chr22:50579171-50580571	656
chr22:50580571-50581771	657
chr22:50581771-50581971	658
chr22:50581971-50583371	659
chr22:50583371-50583971	660
chr22:50583971-50585171	661
chr22:27929812-27930212	662
chr22:27969812-27970812	663
chr22:27970812-27973412	664
chr22:27973412-27974412	665
chr22:27930212-27930412	666
chr22:27930412-27930812	667
chr22:27930812-27931012	668
chr22:27931012-27940212	669
chr22:39032595-39039795	670
chr22:39088795-39096995	671
chr22:39039795-39039995	672
chr22:47224250-47225050	673
chr22:47254050-47256450	674
chr22:47218250-47224250	675
chr22:43680520-43681920	676
chr22:43723720-43724320	677
chr22:43724320-43725720	678
chr22:43681920-43683120	679
chr22:43679120-43680520	680
chr22:17074710-17083710	681
chr22:17119910-17120110	682
chr22:17120110-17120310	683
chr22:17120310-17120510	684
chr22:17121510-17121710	685
chr22:17121710-17121910	686
chr22:17121910-17122510	687
chr22:17122510-17122710	688
chr22:17120510-17121510	689
chr22:17083710-17084510	690
chr22:17084510-17085110	691
chr22:35839553-35840553	692
chr22:35894353-35896753	693
chr22:35896753-35896953	694
chr22:35897152-35900752	695
chr22:35840553-35840753	696
chr22:35840753-35840953	697
chr22:35840953-35842553	698
chr22:35842553-35843353	699
chr22:50448771-50454171	700
chr22:50568371-50574571	701
chr22:40679996-40681396	702
chr22:40754796-40756596	703
chr22:40756596-40756996	704
chr22:40681796-40682796	705
chr22:40682796-40683396	706
chr22:40683396-40684596	707
chr22:40684596-40685196	708
chr22:40681396-40681796	709
chr22:37750393-37751593	710
chr22:37785993-37795793	711
chr22:37751593-37751793	712
chr22:37751793-37752393	713
chr22:37752393-37752593	714
chr22:42172594-42188994	715
chr22:42209594-42209994	716
chr22:42203794-42209594	717
chr22:17888834-17894834	718
chr22:17946834-17960034	719
chr22:24954633-24964633	720
chr22:24995233-24995633	721
chr22:24995633-24996033	722
chr22:24996033-24997233	723
chr22:24997233-24998033	724
chr22:24998033-25001633	725
chr22:45744720-45756920	726
chr22:45793520-45795320	727
chr22:45793120-45793520	728
chr22:49930152-49930952	729
chr22:49964752-49967952	730
chr22:49967952-49968152	731
chr22:49968152-49970352	732
chr22:50057571-50058171	733
chr22:50058171-50059771	734
chr22:50059771-50060171	735
chr22:50051971-50057571	736
chr22:50172371-50183771	737
chr22:49930952-49934352	738
chr22:49934352-49934752	739
chr22:49934752-49935152	740
chr22:46268703-46273103	741
chr22:46273103-46277103	742
chr22:36290154-36291754	743
chr22:36484153-36486753	744
chr22:36488953-36490953	745
chr22:36486753-36488953	746
chr22:36327755-36327955	747
chr22:36327955-36328355	748
chr22:36328355-36328555	749
chr22:36328555-36330555	750
chr22:37112760-37118960	751
chr22:37149360-37150360	752
chr22:37150360-37159960	753
chr22:37118960-37119160	754
chr22:49433351-49434551	755
chr22:49548552-49548952	756
chr22:49548952-49550152	757
chr22:49542352-49548552	758
chr22:49632152-49632352	759
chr22:49632352-49632752	760
chr22:49632752-49633152	761
chr22:49429551-49433351	762
chr22:37919193-37925193	763
chr22:37963793-37966993	764
chr22:37956593-37963793	765
chr22:36334355-36337555	766
chr22:36384955-36386755	767
chr22:36386755-36386955	768
chr22:36386955-36388355	769
chr22:36388355-36388555	770
chr22:36388555-36388755	771
chr22:36388755-36389155	772
chr22:36337555-36342755	773
chr22:33845012-33845212	774
chr22:33900012-33900412	775
chr22:33900412-33903012	776
chr22:33903012-33908812	777
chr22:33845212-33847212	778
chr22:33847212-33849212	779
chr22:33849212-33850012	780
chr22:17390311-17391511	781
chr22:17423352-17426152	782
chr22:17426355-17430155	783
chr22:17391511-17393711	784
chr22:17393910-17394110	785
chr22:20958512-20961512	786
chr22:20991711-20992111	787
chr22:20992111-20998911	788
chr22:20986111-20991711	789
chr22:20961512-20961912	790
chr22:20961912-20962512	791
chr22:20962512-20964512	792
chr22:20964512-20965712	793
chr22:42389994-42396594	794
chr22:42428194-42430794	795
chr22:42430794-42431794	796
chr22:42431794-42432994	797
chr22:42432994-42437394	798
chr22:28989812-28990212	799
chr22:29030012-29030212	800
chr22:29030212-29031412	801
chr22:29031412-29031612	802
chr22:29031612-29032212	803
chr22:29032212-29032812	804
chr22:28990212-28990812	805
chr22:28990812-28991012	806
chr22:28991012-28991612	807
chr22:28991612-28992412	808
chr22:28992412-28993412	809
chr22:45997920-46012920	810
chr22:46040520-46040920	811
chr22:46040920-46041720	812
chr22:46041720-46041920	813
chr22:46041920-46043520	814
chr22:46043520-46043920	815
chr22:46043920-46044320	816
chr22:46044320-46045520	817
chr22:28929812-28933412	818
chr22:28964812-28965612	819
chr22:28968812-28969812	820
chr22:28965612-28968812	821
chr22:28934212-28935412	822
chr22:28933412-28934212	823
chr22:29394811-29395411	824
chr22:29454611-29456411	825
chr22:29456411-29456811	826
chr22:29459611-29460211	827
chr22:29456811-29459611	828
chr22:29389011-29394811	829
chr22:39157395-39169795	830
chr22:39269595-39270395	831
chr22:39270395-39270595	832
chr22:39270595-39270995	833
chr22:39270995-39271395	834
chr22:39272995-39273195	835
chr22:39273195-39276195	836
chr22:39271395-39272995	837
chr22:39240595-39240795	838
chr22:39240795-39241795	839
chr22:39241795-39245395	840
chr22:24316232-24318632	841
chr22:24404632-24414232	842
chr22:24318632-24318832	843
chr22:24318832-24320832	844
chr22:24312832-24316232	845
chr22:47923851-47931651	846
chr22:47963851-47964051	847
chr22:47964051-47964251	848
chr22:47964251-47964451	849
chr22:47964451-47965851	850
chr22:26559434-26560434	851
chr22:26644836-26645236	852
chr22:26645236-26645436	853
chr22:26645436-26645636	854
chr22:26645636-26645836	855
chr22:26645836-26646036	856
chr22:26646036-26647436	857
chr22:26647436-26649636	858
chr22:26649636-26650836	859
chr22:26560434-26561834	860
chr22:26561834-26562234	861
chr22:26562234-26563634	862
chr22:26563634-26564434	863
chr22:26564434-26565634	864
chr22:27740012-27741212	865
chr22:27790212-27790812	866
chr22:27790812-27791012	867
chr22:27791012-27791212	868
chr22:27791212-27791612	869
chr22:27791612-27792012	870
chr22:27792012-27792612	871
chr22:27792612-27794412	872
chr22:27794412-27795612	873
chr22:27741212-27741612	874
chr22:27741612-27742412	875
chr22:27742412-27744612	876
chr22:27744612-27745212	877
chr22:17273510-17275710	878
chr22:17496768-17512568	879
chr22:17275710-17275910	880
chr22:22115608-22116008	881
chr22:22161607-22170007	882
chr22:22116207-22117807	883
chr22:22118031-22119831	884
chr22:48188788-48193588	885
chr22:48475588-48476188	886
chr22:48476188-48483788	887
chr22:48498588-48500988	888
chr22:48500988-48510388	889
chr22:48193588-48195588	890
chr22:34414610-34414810	891
chr22:35021409-35022809	892
chr22:35022809-35023209	893
chr22:35023209-35023609	894
chr22:35023609-35024009	895
chr22:35024208-35024608	896
chr22:34414810-34415010	897
chr22:24042938-24048938	898
chr22:24079048-24082048	899
chr22:24082247-24083247	900
chr22:24083247-24087847	901
chr22:24048938-24049738	902
chr22:31230014-31243214	903
chr22:40505196-40510596	904
chr22:41432996-41433796	905
chr22:41524196-41532796	906
chr22:41533796-41536996	907
chr22:41532796-41533796	908
chr22:41433796-41434596	909
chr22:20175277-20186677	910
chr22:20288077-20296877	911
chr22:39547595-39555395	912
chr22:39580595-39590595	913
chr22:39603595-39611795	914
chr22:25570033-25571033	915
chr22:25681633-25690233	916
chr22:25571033-25571233	917
chr22:25571233-25578633	918
chr22:47631451-47636051	919
chr22:47845251-47852451	920
chr22:47852451-47853051	921
chr22:47853051-47858451	922
chr22:45124319-45125719	923
chr22:45156519-45158119	924
chr22:45158119-45159719	925
chr22:45151919-45156519	926
chr22:45117719-45124319	927
chr22:22030402-22031402	928
chr22:22077390-22078590	929
chr22:22078791-22079391	930
chr22:22107790-22108390	931
chr22:22108390-22112790	932
chr22:22031402-22034802	933
chr22:30559613-30560613	934
chr22:30605413-30605813	935
chr22:30605813-30606213	936
chr22:30606213-30606413	937
chr22:30606413-30606813	938
chr22:30606813-30607213	939
chr22:30607213-30607613	940
chr22:30607613-30607813	941
chr22:30607813-30608013	942
chr22:30608013-30608213	943
chr22:30608213-30608413	944
chr22:30608413-30609213	945
chr22:30609213-30609813	946
chr22:30609813-30610013	947
chr22:30605213-30605413	948
chr22:30554013-30559613	949
chr22:38304795-38305595	950
chr22:38339395-38347195	951
chr22:38306395-38307595	952
chr22:38307595-38307995	953
chr22:38307995-38308995	954
chr22:38308995-38310595	955
chr22:38305595-38306395	956
chr22:39245395-39245595	957
chr22:39293195-39296995	958
chr22:39296995-39298795	959
chr22:39298795-39299795	960
chr22:39245595-39248795	961
chr22:39248795-39248995	962
chr22:39248995-39249795	963
chr22:49777952-49783352	964
chr22:49804152-49816752	965
chr22:49773952-49777952	966
chr22:41590796-41597596	967
chr22:41597596-41597796	968
chr22:41597796-41600396	969
chr22:41536996-41537796	970
chr22:41537796-41542396	971
chr22:48254588-48266388	972
chr22:48366988-48368388	973
chr22:48368388-48368788	974
chr22:48368788-48368988	975
chr22:48368988-48369388	976
chr22:48369388-48369988	977
chr22:48362988-48366988	978
chr22:46159301-46168301	979
chr22:46214303-46218503	980
chr22:44969320-44971520	981
chr22:44999919-45002719	982
chr22:45002719-45002919	983
chr22:45002919-45003719	984
chr22:45003719-45004319	985
chr22:45004319-45005519	986
chr22:44974120-44975320	987
chr22:44971520-44974120	988
chr22:46575503-46576103	989
chr22:46626703-46627103	990
chr22:46627103-46627503	991
chr22:46627503-46627703	992
chr22:46627703-46627903	993
chr22:46627903-46628103	994
chr22:46628103-46634103	995
chr22:46720303-46730903	996
chr22:46576103-46576703	997
chr22:46576703-46577703	998
chr22:46577703-46578103	999
