id,label
chr22:17982034-17988234,TxWk
chr22:17988234-17988434,EnhWk
chr22:17988434-17989234,TxWk
chr22:17989234-17989634,EnhWk
chr22:17989634-17990834,TxWk
chr22:17994234-17999634,TxWk
chr22:17999634-18000034,EnhWk
chr22:18019234-18021234,ReprPCWk
chr22:18021234-18021834,EnhBiv
chr22:18021834-18022834,ReprPCWk
chr22:18022834-18023434,EnhBiv
chr22:18023434-18025234,TssBiv
chr22:18025234-18026034,ReprPC
chr22:18026034-18036034,ReprPCWk
chr22:18036434-18041834,Quies
chr22:18041834-18043234,Het
chr22:18077034-18077434,TssFlnk
chr22:18077434-18078434,TssA
chr22:18078434-18079034,TssFlnk
chr22:18079034-18079234,TxWk
chr22:18079234-18079434,EnhWk
chr22:18079434-18079634,TxWk
chr22:18079634-18082234,Tx
chr22:18082234-18083034,TxWk
chr22:18083034-18089234,Tx
chr22:18089234-18091034,TxWk
chr22:18091034-18091234,Tx
chr22:18091234-18091834,TxWk
chr22:18091834-18092034,Tx
chr22:18092034-18097034,TxWk
chr22:18114433-18115433,ReprPCWk
chr22:18115433-18121433,Quies
chr22:19044487-19049487,Tx
chr22:19049487-19051687,TxWk
chr22:19051687-19054887,Tx
chr22:19089487-19091087,TxWk
chr22:19123487-19133487,TxWk
chr22:19133487-19135287,Tx
chr22:19179887-19180087,EnhWk
chr22:19180087-19184887,TxWk
chr22:19185088-19187688,TxWk
chr22:19187688-19188288,Tx
chr22:19201690-19206490,TxWk
chr22:19206689-19206889,TxWk
chr22:19207090-19207690,TxWk
chr22:19207690-19210490,Tx
chr22:19214490-19215490,TxWk
chr22:19215490-19216090,Tx
chr22:19216090-19216490,TxWk
chr22:19216691-19218091,TxWk
chr22:19218091-19219091,EnhWk
chr22:19219091-19219891,TxWk
chr22:19219891-19220691,Tx
chr22:19220877-19224477,Tx
chr22:19224477-19225477,TxWk
chr22:19285277-19285477,EnhWk
chr22:19285477-19286677,EnhA1
chr22:19286677-19287277,EnhWk
chr22:19287277-19287877,EnhA1
chr22:19287877-19288877,EnhWk
chr22:19288877-19289877,ReprPCWk
chr22:19289877-19290277,EnhBiv
chr22:19290277-19290877,TssBiv
chr22:19290877-19292077,TssFlnk
chr22:19292077-19292477,TssBiv
chr22:19292477-19292677,EnhBiv
chr22:19292677-19292877,ReprPC
chr22:19292877-19296677,ReprPCWk
chr22:19297077-19313077,Quies
chr22:19328277-19332277,Tx
chr22:19332277-19343477,TxWk
chr22:19343477-19348277,Tx
chr22:19349677-19362477,Tx
chr22:19364277-19366077,Tx
chr22:19366077-19368477,TxWk
chr22:19368477-19369677,Tx
chr22:19369677-19370477,TxWk
chr22:19370477-19378677,Tx
chr22:19378677-19381677,TxWk
chr22:19404277-19410877,Tx
chr22:19410877-19422477,TxWk
chr22:19445077-19446277,TxWk
chr22:19446277-19446477,EnhBiv
chr22:19446477-19446877,TssBiv
chr22:19446877-19447077,TssFlnk
chr22:19447077-19448277,TssA
chr22:19448277-19448477,TssFlnkU
chr22:19448477-19448877,TssFlnk
chr22:19448877-19450877,TxWk
chr22:19450877-19460477,Tx
chr22:19463077-19475477,Tx
chr22:19475477-19477877,TxWk
chr22:19477877-19478077,TssFlnkD
chr22:19478077-19478677,TssFlnk
chr22:19478677-19479477,TssA
chr22:19479477-19479677,TssFlnkU
chr22:19479677-19480277,TssA
chr22:19492477-19500077,Tx
chr22:19514877-19516277,Tx
chr22:19516277-19517077,TxWk
chr22:19517077-19518077,Tx
chr22:19518077-19521077,TxWk
chr22:19521077-19521277,Tx
chr22:19521277-19521477,TxWk
chr22:19521477-19522277,ReprPC
chr22:19522277-19523077,EnhBiv
chr22:19523077-19525077,TssBiv
chr22:19525077-19526677,ReprPC
chr22:19526677-19528677,ReprPCWk
chr22:19576877-19577677,EnhWk
chr22:19607277-19608277,EnhWk
chr22:19608277-19610277,TxWk
chr22:19610277-19611477,EnhA1
chr22:19611477-19611877,EnhWk
chr22:19611877-19615077,TxWk
chr22:19625677-19626477,EnhWk
chr22:19626477-19627277,TxWk
chr22:19627277-19627477,EnhWk
chr22:19627477-19630077,TxWk
chr22:19630077-19630277,EnhWk
chr22:19630277-19639477,Quies
chr22:19639677-19641277,ReprPCWk
chr22:19641277-19641677,EnhWk
chr22:19641677-19641877,TssFlnk
chr22:19641877-19646277,Quies
chr22:19649477-19654277,Quies
chr22:19654277-19655077,EnhWk
chr22:19655077-19657277,TxWk
chr22:19657277-19658677,Quies
chr22:19658677-19661677,TxWk
chr22:19678677-19679077,EnhWk
chr22:19679077-19691677,Quies
chr22:19696477-19702877,Quies
chr22:19702877-19703077,EnhWk
chr22:19703077-19703877,ReprPCWk
chr22:19703877-19705477,EnhBiv
chr22:19705477-19705677,EnhWk
chr22:19705677-19705877,EnhA1
chr22:19705877-19706077,EnhA2
chr22:19706077-19706877,ReprPCWk
chr22:19706877-19707677,ReprPC
chr22:19707677-19708077,EnhBiv
chr22:19708077-19712477,ReprPCWk
chr22:19712477-19713677,ReprPC
chr22:19713677-19713877,EnhBiv
chr22:19713877-19715077,TssBiv
chr22:19725077-19730877,ReprPC
chr22:19730877-19731077,TssFlnk
chr22:19731077-19731277,TssFlnkD
chr22:19731277-19736477,Quies
chr22:19736477-19736877,EnhWk
chr22:19736877-19738277,TxWk
chr22:19738277-19739077,EnhWk
chr22:19739077-19739877,TxWk
chr22:19739877-19740077,EnhWk
chr22:19750877-19751077,ReprPC
chr22:19751077-19751277,EnhBiv
chr22:19751277-19754477,ReprPC
chr22:19754477-19754877,EnhBiv
chr22:19754877-19755877,TssBiv
chr22:19755877-19756677,EnhBiv
chr22:19756677-19756877,TssBiv
chr22:19756877-19757477,EnhBiv
chr22:19757477-19758277,ReprPC
chr22:19758277-19759477,EnhBiv
chr22:19759477-19759677,TssBiv
chr22:19759677-19759877,EnhBiv
chr22:19768677-19772077,ReprPC
chr22:19772077-19783877,ReprPCWk
chr22:19783877-19784477,EnhWk
chr22:19784477-19794877,TxWk
chr22:19854477-19855477,TssA
chr22:19855477-19856077,TssFlnkD
chr22:19856077-19868277,Quies
chr22:19868277-19869677,EnhWk
chr22:19869677-19874677,TxWk
chr22:19874677-19875277,EnhWk
chr22:19893277-19901077,Quies
chr22:19904077-19913677,Quies
chr22:19913677-19913877,ZNF-Rpts
chr22:19943877-19949277,ReprPCWk
chr22:19949277-19949477,EnhWk
chr22:19949477-19953877,Quies
chr22:19953877-19954277,EnhWk
chr22:19954277-19955077,TxWk
chr22:19959877-19960077,EnhA1
chr22:19960077-19960477,EnhWk
chr22:19960477-19961477,TxWk
chr22:19961477-19962677,EnhWk
chr22:19962677-19963077,TssFlnkD
chr22:19963077-19964077,EnhWk
chr22:19964077-19970677,TxWk
chr22:19970677-19970877,EnhG1
chr22:19970877-19974077,Tx
chr22:19974077-19974877,TxWk
chr22:19987877-19998077,Quies
chr22:19998077-20002277,EnhWk
chr22:20002277-20002877,Quies
chr22:20002877-20005677,Het
chr22:20005677-20013077,Quies
chr22:20013077-20013477,EnhWk
chr22:20013477-20015077,ReprPCWk
chr22:20067277-20079477,ReprPCWk
chr22:20079477-20079677,TssFlnk
chr22:20079677-20079877,TssFlnkU
chr22:20079877-20081277,TssA
chr22:20081277-20081477,TssFlnkU
chr22:20081477-20081877,TssFlnkD
chr22:20081877-20082877,TxWk
chr22:20082877-20083477,EnhWk
chr22:20083477-20084877,TxWk
chr22:20084877-20085277,EnhWk
chr22:20100877-20115877,Tx
chr22:20119677-20128277,Tx
chr22:20128277-20130477,TxWk
chr22:20130477-20130677,EnhWk
chr22:20130677-20132277,TssFlnk
chr22:20132277-20133077,TssFlnkD
chr22:20144077-20153877,Quies
chr22:20154477-20158877,TxWk
chr22:20158877-20159477,EnhWk
chr22:20173677-20173877,EnhWk
chr22:20173877-20174877,TxWk
chr22:20174877-20175277,EnhWk
chr22:20175277-20186677,Quies
chr22:20186677-20187477,EnhWk
chr22:20203077-20206477,EnhWk
chr22:20206477-20206677,TssFlnkD
chr22:20206677-20207077,EnhWk
chr22:20224877-20225877,ZNF-Rpts
chr22:20225877-20226277,EnhWk
chr22:20226277-20226477,TxWk
chr22:20226477-20226877,EnhWk
chr22:20226877-20238477,Quies
chr22:20238477-20240677,EnhWk
chr22:20240677-20241077,EnhA1
chr22:20241077-20241277,EnhWk
chr22:20241277-20241677,TxWk
chr22:20241677-20242877,Tx
chr22:20242877-20243277,TxWk
chr22:20243277-20246077,EnhWk
chr22:20265277-20265477,EnhWk
chr22:20265477-20267077,TxWk
chr22:20267077-20267277,EnhWk
chr22:20267277-20267477,TssFlnk
chr22:20267477-20267677,TssFlnkD
chr22:20267677-20267877,TssFlnk
chr22:20267877-20268077,TssA
chr22:20268077-20268477,TssFlnk
chr22:20268477-20268677,TssA
chr22:20268677-20268877,TssFlnkU
chr22:20268877-20270277,TxWk
chr22:20270277-20270677,EnhWk
chr22:20270677-20282677,Quies
chr22:20282677-20283277,EnhWk
chr22:20283277-20288077,Quies
chr22:20288077-20296877,ReprPCWk
chr22:20299877-20300277,TssBiv
chr22:20300277-20302877,ReprPC
chr22:20302877-20307077,ReprPCWk
chr22:20407910-20412310,TxWk
chr22:20412310-20412510,EnhWk
chr22:20412510-20418310,TxWk
chr22:20418310-20418510,TssFlnk
chr22:20418510-20418710,TssBiv
chr22:20430513-20431913,TssBiv
chr22:20431913-20435913,ReprPC
chr22:20443113-20453113,Quies
chr22:20482313-20488913,TxWk
chr22:20488913-20489313,EnhWk
chr22:20494513-20495313,TssBiv
chr22:20495313-20495913,TssFlnk
chr22:20495913-20496913,TssA
chr22:20496913-20497113,TssFlnk
chr22:20497113-20497913,EnhWk
chr22:20497913-20499713,TxWk
chr22:20565113-20565513,Tx
chr22:20565513-20566313,TxWk
chr22:20566313-20569513,Tx
chr22:20569513-20571313,TxWk
chr22:20571313-20578513,Tx
chr22:20592313-20605913,Quies
chr22:20605913-20607913,EnhWk
chr22:20853112-20857312,TxWk
chr22:20857312-20857512,EnhWk
chr22:20857512-20857912,TssFlnkD
chr22:20857912-20858712,TssA
chr22:20858712-20859712,TssFlnk
chr22:20859712-20859912,TssFlnkD
chr22:20885712-20886112,EnhWk
chr22:20886112-20890312,TxWk
chr22:20916712-20916912,TssFlnkU
chr22:20916912-20918512,TssA
chr22:20918512-20920712,TssFlnk
chr22:20939112-20940912,TxWk
chr22:20940912-20941312,EnhG1
chr22:20941312-20949512,TxWk
chr22:20954112-20956312,TxWk
chr22:20956312-20956512,EnhWk
chr22:20956512-20956712,EnhBiv
chr22:20956712-20957312,TssBiv
chr22:20957312-20958512,TssFlnk
chr22:20958512-20961512,ReprPCWk
chr22:20961512-20961912,EnhWk
chr22:20961912-20962512,ReprPCWk
chr22:20962512-20964512,ReprPC
chr22:20964512-20965712,TssBiv
chr22:20979911-20980111,TssBiv
chr22:20980111-20980711,EnhBiv
chr22:20980711-20981511,EnhWk
chr22:20981511-20981711,TssFlnkU
chr22:20981711-20982311,TssA
chr22:20982311-20982711,TssFlnk
chr22:20982711-20982911,TssFlnkD
chr22:20982911-20983111,TssBiv
chr22:20983111-20983311,TssFlnk
chr22:20983311-20985711,TxWk
chr22:20985711-20986111,Tx
chr22:20986111-20991711,TxWk
chr22:20991711-20992111,Tx
chr22:20992111-20998911,TxWk
chr22:21015111-21030711,ReprPCWk
chr22:21034111-21042911,ReprPCWk
chr22:21573911-21589311,TxWk
chr22:21614911-21627911,TxWk
chr22:21694911-21697911,Tx
chr22:21697911-21698711,TxWk
chr22:21698711-21699111,Tx
chr22:21710111-21719111,TxWk
chr22:21719311-21726111,Quies
chr22:21734911-21735111,TssFlnk
chr22:21735111-21735311,TssA
chr22:21735311-21735511,TssFlnk
chr22:21735511-21735711,TssA
chr22:21735711-21736311,TssFlnk
chr22:21736311-21736711,TssBiv
chr22:21736711-21737111,ReprPC
chr22:21737111-21738911,ReprPCWk
chr22:21738911-21739311,EnhWk
chr22:21739311-21746911,ReprPCWk
chr22:21746911-21755311,Quies
chr22:21755511-21762111,TxWk
chr22:21762111-21770311,Tx
chr22:21770311-21771111,TxWk
chr22:21771111-21773111,Tx
chr22:21773111-21778711,TxWk
chr22:21794711-21795511,TxWk
chr22:21795511-21807911,Tx
chr22:21807911-21810711,TxWk
chr22:21810711-21810911,EnhWk
chr22:21810911-21817111,TxWk
chr22:21846711-21847111,ZNF-Rpts
chr22:21847111-21850511,Het
chr22:21850511-21860911,Quies
chr22:21860911-21861711,EnhWk
chr22:21861711-21862311,TxWk
chr22:21862510-21863710,TxWk
chr22:21863710-21864310,EnhWk
chr22:21864310-21864710,TxWk
chr22:21864710-21864910,EnhWk
chr22:21864910-21865510,TssFlnkD
chr22:21865510-21865710,TssFlnk
chr22:21865710-21865910,TssFlnkD
chr22:21865910-21867110,TssFlnk
chr22:21867110-21868110,TssA
chr22:21868110-21868310,TssFlnkU
chr22:21868310-21868510,TssFlnkD
chr22:21868510-21868910,EnhWk
chr22:21893462-21903462,Quies
chr22:21928028-21932428,TxWk
chr22:21932428-21933028,EnhWk
chr22:21933028-21937628,TxWk
chr22:21937628-21938028,EnhWk
chr22:21938028-21938228,TssFlnk
chr22:21938228-21938628,TssA
chr22:21938628-21938828,TssFlnkD
chr22:21946828-21947828,EnhWk
chr22:21947828-21951028,ReprPCWk
chr22:22030402-22031402,EnhBiv
chr22:22031402-22034802,ReprPC
chr22:22035001-22039801,ReprPC
chr22:22040002-22049802,ReprPC
chr22:22059588-22061588,ReprPC
chr22:22061985-22063785,ReprPC
chr22:22063991-22066191,ReprPC
chr22:22077390-22078590,ReprPC
chr22:22078791-22079391,ReprPC
chr22:22107790-22108390,EnhBiv
chr22:22108390-22112790,ReprPC
chr22:22115608-22116008,ReprPCWk
chr22:22116207-22117807,ReprPCWk
chr22:22118031-22119831,ReprPC
chr22:22120242-22120642,ReprPC
chr22:22121006-22122006,ReprPC
chr22:22122205-22123805,ReprPC
chr22:22124006-22125406,ReprPC
chr22:22134807-22142407,ReprPC
chr22:22161607-22170007,ReprPC
chr22:22375031-22385231,ReprPC
chr22:22420063-22422863,ReprPC
chr22:22422863-22423063,EnhBiv
chr22:22423063-22426463,ReprPC
chr22:22446262-22452662,ReprPC
chr22:22452863-22453263,ReprPC
chr22:22453263-22453463,EnhBiv
chr22:22464663-22467463,ReprPC
chr22:22467463-22469463,ReprPCWk
chr22:22469463-22470863,ReprPC
chr22:22559594-22560394,ZNF-Rpts
chr22:22560795-22561795,ReprPCWk
chr22:22561795-22570395,ReprPC
chr22:22570596-22571196,ReprPC
chr22:22571380-22571780,ReprPC
chr22:22572160-22573560,ReprPC
chr22:22573761-22576961,ReprPC
chr22:22593930-22605530,ReprPC
chr22:22607730-22611130,ReprPC
chr22:22611130-22611530,ReprPCWk
chr22:22611530-22620530,ReprPC
chr22:22620530-22625130,ReprPCWk
chr22:22681128-22682528,ReprPC
chr22:22682928-22685928,ReprPC
chr22:22686136-22689536,ReprPC
chr22:22692715-22697715,ReprPC
chr22:22697715-22697915,EnhBiv
chr22:22746913-22751713,ReprPC
chr22:22751911-22756911,ReprPC
chr22:22756911-22758111,ReprPCWk
chr22:22758111-22758511,ReprPC
chr22:22758511-22759911,ReprPCWk
chr22:22759911-22760911,ReprPC
chr22:22761107-22765707,ReprPC
chr22:22765707-22766307,ReprPCWk
chr22:22766307-22775107,ReprPC
chr22:22775310-22776710,ReprPC
chr22:22776710-22780510,ReprPCWk
chr22:22782311-22790511,ReprPC
chr22:22790511-22791911,ReprPCWk
chr22:22791911-22793311,ZNF-Rpts
chr22:22793311-22796311,ReprPCWk
chr22:22796311-22796911,ZNF-Rpts
chr22:22796911-22798311,ReprPCWk
chr22:22798311-22799311,ReprPC
chr22:22809903-22810703,ZNF-Rpts
chr22:22810703-22811103,ReprPCWk
chr22:22811103-22818303,ReprPC
chr22:22818303-22819903,ZNF-Rpts
chr22:22845225-22847825,ReprPCWk
chr22:22847825-22859225,ReprPC
chr22:22859421-22860221,ReprPC
chr22:22865421-22871021,ReprPC
chr22:22871021-22872021,ZNF-Rpts
chr22:22872021-22873821,ReprPC
chr22:22874020-22874420,ReprPC
chr22:22874420-22877620,ReprPCWk
chr22:22877620-22882220,ReprPC
chr22:22882220-22884820,ReprPCWk
chr22:22889420-22891820,ReprPCWk
chr22:22891820-22898820,ReprPC
chr22:22898820-22901420,ReprPCWk
chr22:22920228-22920628,ZNF-Rpts
chr22:22920628-22924228,ReprPC
chr22:22924427-22926027,ReprPC
chr22:22935021-22935621,ZNF-Rpts
chr22:22935621-22936221,Het
chr22:22936221-22936621,ZNF-Rpts
chr22:22936621-22937221,ReprPCWk
chr22:22937221-22937621,ReprPC
chr22:22937822-22938222,ReprPC
chr22:22938434-22939234,ReprPC
chr22:22939437-22941637,ReprPC
chr22:22941637-22942037,ReprPCWk
chr22:22942418-22942618,ReprPCWk
chr22:22942816-22949816,ReprPCWk
chr22:22949816-22955016,ReprPC
chr22:22955226-22956426,ReprPC
chr22:22956426-22957826,ReprPCWk
chr22:22957826-22959026,ReprPC
chr22:22959026-22961426,ReprPCWk
chr22:22961426-22973226,Het
chr22:22980826-22981426,ZNF-Rpts
chr22:22981625-22985425,ZNF-Rpts
chr22:22985425-22986425,Het
chr22:22986425-22987225,ZNF-Rpts
chr22:22987225-22991225,Het
chr22:23008233-23012233,ReprPCWk
chr22:23012233-23012833,ReprPC
chr22:23012833-23015233,ReprPCWk
chr22:23044620-23045220,EnhWk
chr22:23045220-23046220,TxWk
chr22:23046422-23046622,TxWk
chr22:23046622-23047022,ZNF-Rpts
chr22:23047022-23047422,TxWk
chr22:23047422-23048022,EnhWk
chr22:23065621-23067421,ReprPCWk
chr22:23067421-23069421,ReprPC
chr22:23069421-23070021,TssBiv
chr22:23082013-23086613,ReprPCWk
chr22:23086613-23086813,EnhWk
chr22:23086813-23088213,TxWk
chr22:23088213-23089013,EnhWk
chr22:23113013-23116413,ReprPCWk
chr22:23120613-23121613,ReprPC
chr22:23121613-23126213,ReprPCWk
chr22:23126213-23127613,ReprPC
chr22:23137213-23141613,Quies
chr22:23141613-23141813,TssFlnkD
chr22:23141813-23142213,TssFlnk
chr22:23142213-23142413,TssFlnkD
chr22:23142413-23145013,ReprPCWk
chr22:23154613-23156213,TxWk
chr22:23156213-23157813,EnhWk
chr22:23174413-23175613,TxWk
chr22:23175613-23177613,ZNF-Rpts
chr22:23177613-23178613,TxWk
chr22:23178613-23179813,EnhWk
chr22:23179813-23180013,EnhBiv
chr22:23180013-23180213,TssBiv
chr22:23180213-23180613,TssFlnk
chr22:23180613-23180813,TssA
chr22:23180813-23181013,TssFlnk
chr22:23181013-23181213,TssA
chr22:23181213-23181413,TssFlnk
chr22:23181413-23182413,TssBiv
chr22:23182413-23182613,TssFlnk
chr22:23182613-23184213,TssFlnkD
chr22:23184213-23186613,EnhWk
chr22:23186613-23187813,TxWk
chr22:23187813-23188013,EnhWk
chr22:23188013-23188613,EnhA1
chr22:23188613-23189213,TxWk
chr22:23189213-23189413,EnhWk
chr22:23189413-23190613,TxWk
chr22:23224813-23225413,EnhWk
chr22:23225413-23225613,EnhA1
chr22:23225613-23225813,EnhWk
chr22:23225813-23226013,EnhA1
chr22:23226013-23226613,EnhWk
chr22:23226613-23227013,Quies
chr22:23227013-23227213,TxWk
chr22:23227213-23229413,Het
chr22:23229413-23231213,EnhA1
chr22:23231213-23231613,EnhA2
chr22:23231613-23232013,EnhA1
chr22:23232013-23233413,EnhWk
chr22:23233413-23236013,TxWk
chr22:23249013-23253613,EnhWk
chr22:23253613-23253813,EnhG1
chr22:23253813-23255613,Tx
chr22:23270813-23279413,Tx
chr22:23279413-23281213,TxWk
chr22:23281213-23282213,EnhWk
chr22:23282213-23283013,TxWk
chr22:23283013-23298613,Tx
chr22:23299413-23304613,Tx
chr22:23312013-23314213,Tx
chr22:23314213-23315413,TxWk
chr22:23377813-23389213,ReprPCWk
chr22:23389213-23389413,Quies
chr22:23389413-23389613,EnhWk
chr22:23389613-23398413,Quies
chr22:23447613-23459013,Quies
chr22:23459013-23459813,ReprPCWk
chr22:23496013-23496213,EnhWk
chr22:23496213-23498613,TxWk
chr22:23498613-23500013,EnhWk
chr22:23500013-23500413,TxWk
chr22:23500413-23501213,EnhWk
chr22:23501213-23508613,ReprPCWk
chr22:23529413-23531813,ReprPCWk
chr22:23531813-23532613,EnhBiv
chr22:23532613-23533613,EnhWk
chr22:23533613-23534013,TssFlnkD
chr22:23534013-23534413,EnhWk
chr22:23534413-23536213,EnhBiv
chr22:23539813-23547613,Quies
chr22:23569013-23577013,ReprPCWk
chr22:23577013-23591613,Quies
chr22:23591613-23592413,EnhWk
chr22:23704613-23714813,Tx
chr22:23750013-23750213,EnhWk
chr22:23750213-23750813,TssFlnk
chr22:23750813-23751013,TssA
chr22:23751013-23751213,TssFlnk
chr22:23751213-23751613,TssA
chr22:23751613-23752013,TssFlnk
chr22:23752013-23752413,EnhWk
chr22:23752413-23754213,TxWk
chr22:23754213-23754613,EnhWk
chr22:23770013-23771213,ReprPCWk
chr22:23771213-23772413,EnhWk
chr22:23772413-23772613,TssFlnkU
chr22:23772613-23772813,TssA
chr22:23772813-23773013,TssFlnk
chr22:23773013-23773613,TssBiv
chr22:23773613-23774013,EnhBiv
chr22:23774013-23774813,ReprPC
chr22:23774813-23775013,ReprPCWk
chr22:23790013-23791613,TxWk
chr22:23791613-23798813,Tx
chr22:23800213-23807213,Tx
chr22:23807213-23811213,TxWk
chr22:23825813-23827813,EnhG1
chr22:23827813-23828013,Tx
chr22:23828013-23828813,TxWk
chr22:23828813-23830213,Tx
chr22:23830213-23833613,TxWk
chr22:23833613-23836213,Tx
chr22:23845813-23849613,EnhWk
chr22:23877213-23890413,Quies
chr22:23914413-23930813,TxWk
chr22:24014548-24015548,Quies
chr22:24015548-24016948,Het
chr22:24016948-24018948,Quies
chr22:24019149-24019549,Quies
chr22:24042938-24048938,TxWk
chr22:24048938-24049738,Tx
chr22:24065649-24065849,TxWk
chr22:24065849-24068049,Tx
chr22:24068049-24068849,TxWk
chr22:24069050-24070050,TxWk
