from,to,score
chr22:50250171-50250571,chr22:50343571-50343771,0.03821017737405172
chr22:50343571-50343771,chr22:50250171-50250571,0.03821017737405172
chr22:50250171-50250571,chr22:50406571-50409371,0.03821017737405172
chr22:50406571-50409371,chr22:50250171-50250571,0.03821017737405172
chr22:50250171-50250571,chr22:50485571-50498571,0.03821017737405172
chr22:50485571-50498571,chr22:50250171-50250571,0.03821017737405172
chr22:50250571-50250971,chr22:50341971-50342171,0.03821017737405172
chr22:50341971-50342171,chr22:50250571-50250971,0.03821017737405172
chr22:50250571-50250971,chr22:50342171-50342371,0.03821017737405172
chr22:50342171-50342371,chr22:50250571-50250971,0.03821017737405172
chr22:50250571-50250971,chr22:50342371-50342571,0.03821017737405172
chr22:50342371-50342571,chr22:50250571-50250971,0.03821017737405172
chr22:50250571-50250971,chr22:50342571-50343571,0.03821017737405172
chr22:50342571-50343571,chr22:50250571-50250971,0.03821017737405172
chr22:50250571-50250971,chr22:50343571-50343771,0.03821017737405172
chr22:50343571-50343771,chr22:50250571-50250971,0.03821017737405172
chr22:50250571-50250971,chr22:50406571-50409371,0.03821017737405172
chr22:50406571-50409371,chr22:50250571-50250971,0.03821017737405172
chr22:50250571-50250971,chr22:50485571-50498571,0.03821017737405172
chr22:50485571-50498571,chr22:50250571-50250971,0.03821017737405172
chr22:50250971-50251171,chr22:50341971-50342171,0.03821017737405172
chr22:50341971-50342171,chr22:50250971-50251171,0.03821017737405172
chr22:50250971-50251171,chr22:50342171-50342371,0.03821017737405172
chr22:50342171-50342371,chr22:50250971-50251171,0.03821017737405172
chr22:50250971-50251171,chr22:50342371-50342571,0.03821017737405172
chr22:50342371-50342571,chr22:50250971-50251171,0.03821017737405172
chr22:50250971-50251171,chr22:50342571-50343571,0.03821017737405172
chr22:50342571-50343571,chr22:50250971-50251171,0.03821017737405172
chr22:50250971-50251171,chr22:50343571-50343771,0.03821017737405172
chr22:50343571-50343771,chr22:50250971-50251171,0.03821017737405172
chr22:50250971-50251171,chr22:50406571-50409371,0.03821017737405172
chr22:50406571-50409371,chr22:50250971-50251171,0.03821017737405172
chr22:50250971-50251171,chr22:50485571-50498571,0.03821017737405172
chr22:50485571-50498571,chr22:50250971-50251171,0.03821017737405172
chr22:50251171-50251571,chr22:50341971-50342171,0.03821017737405172
chr22:50341971-50342171,chr22:50251171-50251571,0.03821017737405172
chr22:50251171-50251571,chr22:50342171-50342371,0.03821017737405172
chr22:50342171-50342371,chr22:50251171-50251571,0.03821017737405172
chr22:50251171-50251571,chr22:50342371-50342571,0.03821017737405172
chr22:50342371-50342571,chr22:50251171-50251571,0.03821017737405172
chr22:50251171-50251571,chr22:50342571-50343571,0.03821017737405172
chr22:50342571-50343571,chr22:50251171-50251571,0.03821017737405172
chr22:50251171-50251571,chr22:50343571-50343771,0.03821017737405172
chr22:50343571-50343771,chr22:50251171-50251571,0.03821017737405172
chr22:50251171-50251571,chr22:50406571-50409371,0.03821017737405172
chr22:50406571-50409371,chr22:50251171-50251571,0.03821017737405172
chr22:50251171-50251571,chr22:50485571-50498571,0.03821017737405172
chr22:50485571-50498571,chr22:50251171-50251571,0.03821017737405172
chr22:50251571-50251971,chr22:50341971-50342171,0.03821017737405172
chr22:50341971-50342171,chr22:50251571-50251971,0.03821017737405172
chr22:50251571-50251971,chr22:50342171-50342371,0.03821017737405172
chr22:50342171-50342371,chr22:50251571-50251971,0.03821017737405172
chr22:50251571-50251971,chr22:50342371-50342571,0.03821017737405172
chr22:50342371-50342571,chr22:50251571-50251971,0.03821017737405172
chr22:50251571-50251971,chr22:50342571-50343571,0.03821017737405172
chr22:50342571-50343571,chr22:50251571-50251971,0.03821017737405172
chr22:50251571-50251971,chr22:50343571-50343771,0.03821017737405172
chr22:50343571-50343771,chr22:50251571-50251971,0.03821017737405172
chr22:50251571-50251971,chr22:50406571-50409371,0.03821017737405172
chr22:50406571-50409371,chr22:50251571-50251971,0.03821017737405172
chr22:50251571-50251971,chr22:50485571-50498571,0.03821017737405172
chr22:50485571-50498571,chr22:50251571-50251971,0.03821017737405172
chr22:50251971-50252171,chr22:50341971-50342171,0.03821017737405172
chr22:50341971-50342171,chr22:50251971-50252171,0.03821017737405172
chr22:50251971-50252171,chr22:50342171-50342371,0.03821017737405172
chr22:50342171-50342371,chr22:50251971-50252171,0.03821017737405172
chr22:50251971-50252171,chr22:50342371-50342571,0.03821017737405172
chr22:50342371-50342571,chr22:50251971-50252171,0.03821017737405172
chr22:50251971-50252171,chr22:50342571-50343571,0.03821017737405172
chr22:50342571-50343571,chr22:50251971-50252171,0.03821017737405172
chr22:50251971-50252171,chr22:50343571-50343771,0.03821017737405172
chr22:50343571-50343771,chr22:50251971-50252171,0.03821017737405172
chr22:50251971-50252171,chr22:50406571-50409371,0.03821017737405172
chr22:50406571-50409371,chr22:50251971-50252171,0.03821017737405172
chr22:50251971-50252171,chr22:50485571-50498571,0.03821017737405172
chr22:50485571-50498571,chr22:50251971-50252171,0.03821017737405172
chr22:50252171-50252571,chr22:50341971-50342171,0.03821017737405172
chr22:50341971-50342171,chr22:50252171-50252571,0.03821017737405172
chr22:50252171-50252571,chr22:50342171-50342371,0.03821017737405172
chr22:50342171-50342371,chr22:50252171-50252571,0.03821017737405172
chr22:50252171-50252571,chr22:50342371-50342571,0.03821017737405172
chr22:50342371-50342571,chr22:50252171-50252571,0.03821017737405172
chr22:50252171-50252571,chr22:50342571-50343571,0.03821017737405172
chr22:50342571-50343571,chr22:50252171-50252571,0.03821017737405172
chr22:50252171-50252571,chr22:50343571-50343771,0.03821017737405172
chr22:50343571-50343771,chr22:50252171-50252571,0.03821017737405172
chr22:50252171-50252571,chr22:50406571-50409371,0.03821017737405172
chr22:50406571-50409371,chr22:50252171-50252571,0.03821017737405172
chr22:50252171-50252571,chr22:50485571-50498571,0.03821017737405172
chr22:50485571-50498571,chr22:50252171-50252571,0.03821017737405172
chr22:50252571-50255571,chr22:50341971-50342171,0.03821017737405172
chr22:50341971-50342171,chr22:50252571-50255571,0.03821017737405172
chr22:50252571-50255571,chr22:50342171-50342371,0.03821017737405172
chr22:50342171-50342371,chr22:50252571-50255571,0.03821017737405172
chr22:50252571-50255571,chr22:50342371-50342571,0.03821017737405172
chr22:50342371-50342571,chr22:50252571-50255571,0.03821017737405172
chr22:50252571-50255571,chr22:50342571-50343571,0.03821017737405172
chr22:50342571-50343571,chr22:50252571-50255571,0.03821017737405172
chr22:50252571-50255571,chr22:50343571-50343771,0.03821017737405172
chr22:50343571-50343771,chr22:50252571-50255571,0.03821017737405172
chr22:50252571-50255571,chr22:50406571-50409371,0.03821017737405172
chr22:50406571-50409371,chr22:50252571-50255571,0.03821017737405172
chr22:50252571-50255571,chr22:50485571-50498571,0.03821017737405172
chr22:50485571-50498571,chr22:50252571-50255571,0.03821017737405172
chr22:50283171-50290571,chr22:50328371-50341971,0.03779915351099189
chr22:50328371-50341971,chr22:50283171-50290571,0.03779915351099189
chr22:20407910-20412310,chr22:20443113-20453113,0.0373040566317481
chr22:20443113-20453113,chr22:20407910-20412310,0.0373040566317481
chr22:20412310-20412510,chr22:20443113-20453113,0.0373040566317481
chr22:20443113-20453113,chr22:20412310-20412510,0.0373040566317481
chr22:20412510-20418310,chr22:20443113-20453113,0.0373040566317481
chr22:20443113-20453113,chr22:20412510-20418310,0.0373040566317481
chr22:23184213-23186613,chr22:23229413-23231213,0.03617586934384721
chr22:23229413-23231213,chr22:23184213-23186613,0.03617586934384721
chr22:23184213-23186613,chr22:23231213-23231613,0.03617586934384721
chr22:23231213-23231613,chr22:23184213-23186613,0.03617586934384721
chr22:23184213-23186613,chr22:23231613-23232013,0.03617586934384721
chr22:23231613-23232013,chr22:23184213-23186613,0.03617586934384721
chr22:23184213-23186613,chr22:23233413-23236013,0.03617586934384721
chr22:23233413-23236013,chr22:23184213-23186613,0.03617586934384721
chr22:23184213-23186613,chr22:23232013-23233413,0.03617586934384721
chr22:23232013-23233413,chr22:23184213-23186613,0.03617586934384721
chr22:23186613-23187813,chr22:23229413-23231213,0.03617586934384721
chr22:23229413-23231213,chr22:23186613-23187813,0.03617586934384721
chr22:23186613-23187813,chr22:23231213-23231613,0.03617586934384721
chr22:23231213-23231613,chr22:23186613-23187813,0.03617586934384721
chr22:23186613-23187813,chr22:23231613-23232013,0.03617586934384721
chr22:23231613-23232013,chr22:23186613-23187813,0.03617586934384721
chr22:23186613-23187813,chr22:23233413-23236013,0.03617586934384721
chr22:23233413-23236013,chr22:23186613-23187813,0.03617586934384721
chr22:23186613-23187813,chr22:23232013-23233413,0.03617586934384721
chr22:23232013-23233413,chr22:23186613-23187813,0.03617586934384721
chr22:23187813-23188013,chr22:23229413-23231213,0.03617586934384721
chr22:23229413-23231213,chr22:23187813-23188013,0.03617586934384721
chr22:23187813-23188013,chr22:23231213-23231613,0.03617586934384721
chr22:23231213-23231613,chr22:23187813-23188013,0.03617586934384721
chr22:23187813-23188013,chr22:23231613-23232013,0.03617586934384721
chr22:23231613-23232013,chr22:23187813-23188013,0.03617586934384721
chr22:23187813-23188013,chr22:23233413-23236013,0.03617586934384721
chr22:23233413-23236013,chr22:23187813-23188013,0.03617586934384721
chr22:23187813-23188013,chr22:23232013-23233413,0.03617586934384721
chr22:23232013-23233413,chr22:23187813-23188013,0.03617586934384721
chr22:23188013-23188613,chr22:23229413-23231213,0.03617586934384721
chr22:23229413-23231213,chr22:23188013-23188613,0.03617586934384721
chr22:23188013-23188613,chr22:23231213-23231613,0.03617586934384721
chr22:23231213-23231613,chr22:23188013-23188613,0.03617586934384721
chr22:23188013-23188613,chr22:23231613-23232013,0.03617586934384721
chr22:23231613-23232013,chr22:23188013-23188613,0.03617586934384721
chr22:23188013-23188613,chr22:23233413-23236013,0.03617586934384721
chr22:23233413-23236013,chr22:23188013-23188613,0.03617586934384721
chr22:23188013-23188613,chr22:23232013-23233413,0.03617586934384721
chr22:23232013-23233413,chr22:23188013-23188613,0.03617586934384721
chr22:23188613-23189213,chr22:23229413-23231213,0.03617586934384721
chr22:23229413-23231213,chr22:23188613-23189213,0.03617586934384721
chr22:23188613-23189213,chr22:23231213-23231613,0.03617586934384721
chr22:23231213-23231613,chr22:23188613-23189213,0.03617586934384721
chr22:23188613-23189213,chr22:23231613-23232013,0.03617586934384721
chr22:23231613-23232013,chr22:23188613-23189213,0.03617586934384721
chr22:23188613-23189213,chr22:23233413-23236013,0.03617586934384721
chr22:23233413-23236013,chr22:23188613-23189213,0.03617586934384721
chr22:23188613-23189213,chr22:23232013-23233413,0.03617586934384721
chr22:23232013-23233413,chr22:23188613-23189213,0.03617586934384721
chr22:23189213-23189413,chr22:23229413-23231213,0.03617586934384721
chr22:23229413-23231213,chr22:23189213-23189413,0.03617586934384721
chr22:23189213-23189413,chr22:23231213-23231613,0.03617586934384721
chr22:23231213-23231613,chr22:23189213-23189413,0.03617586934384721
chr22:23189213-23189413,chr22:23231613-23232013,0.03617586934384721
chr22:23231613-23232013,chr22:23189213-23189413,0.03617586934384721
chr22:23189213-23189413,chr22:23233413-23236013,0.03617586934384721
chr22:23233413-23236013,chr22:23189213-23189413,0.03617586934384721
chr22:23189213-23189413,chr22:23232013-23233413,0.03617586934384721
chr22:23232013-23233413,chr22:23189213-23189413,0.03617586934384721
chr22:23189413-23190613,chr22:23229413-23231213,0.03617586934384721
chr22:23229413-23231213,chr22:23189413-23190613,0.03617586934384721
chr22:23189413-23190613,chr22:23231213-23231613,0.03617586934384721
