id,label
chr1_endo:54487727-54488327,TssFlnkU
chr1_endo:54488327-54488927,TssA
chr1_endo:54488927-54489327,TssFlnkU
chr1_endo:54489327-54489527,TssA
chr1_endo:54489527-54489727,TssFlnkU
chr1_endo:54489727-54490527,EnhA1
chr1_endo:201696472-201702872,Quies
chr1_endo:201702872-201703072,EnhWk
chr1_endo:201704272-201704672,EnhA2
chr1_endo:201703072-201704272,EnhA1
chr1_endo:15430904-15431704,EnhA2
chr1_endo:22639707-22641907,Quies
chr1_endo:22641907-22642107,EnhWk
chr1_endo:227945299-227945699,EnhWk
chr1_endo:227945699-227946299,EnhA1
chr1_endo:227946299-227946699,TssFlnkU
chr1_endo:227946699-227946899,TssA
chr1_endo:227946899-227947499,TssFlnkU
chr1_endo:227947499-227948299,TssA
chr1_endo:227948299-227949099,TssBiv
chr1_endo:227949099-227949299,EnhBiv
chr1_endo:227949299-227949899,ReprPC
chr1_endo:7752340-7752540,EnhWk
chr1_endo:7752540-7753140,TssFlnk
chr1_endo:7753140-7753340,EnhWk
chr1_endo:67759917-67760317,EnhA1
chr1_endo:67760317-67760717,EnhWk
chr1_endo:67760717-67766317,Quies
chr1_endo:205061272-205061872,EnhWk
chr1_endo:205061872-205062272,EnhA1
chr1_endo:43070329-43070529,EnhWk
chr1_endo:43070529-43073529,TxWk
chr1_endo:43073529-43074129,EnhWk
chr1_endo:157155808-157156208,TssFlnkU
chr1_endo:157156208-157156608,EnhA1
chr1_endo:157156608-157156808,EnhA2
chr1_endo:157156808-157158608,TxWk
chr1_endo:157158809-157161209,TxWk
chr1_endo:157154608-157155808,EnhA1
chr1_endo:46179328-46180528,EnhA1
chr1_endo:46180528-46180928,TssFlnkU
chr1_endo:46180928-46181128,EnhWk
chr1_endo:46181128-46183328,ReprPCWk
chr1_endo:46183328-46184528,EnhA2
chr1_endo:33363999-33365799,EnhA1
chr1_endo:33365799-33365999,EnhWk
chr1_endo:33365999-33367399,TxWk
chr1_endo:33367399-33367799,EnhA1
chr1_endo:33367799-33368399,EnhWk
chr1_endo:33368399-33372599,TxWk
chr1_endo:158124210-158124610,EnhWk
chr1_endo:158119010-158124210,TxWk
chr1_endo:119674977-119675377,EnhA2
chr1_endo:119675377-119675777,TssA
chr1_endo:119675777-119676177,EnhA1
chr1_endo:153745724-153746324,EnhA1
chr1_endo:153746324-153746724,EnhA2
chr1_endo:153746724-153747124,EnhG1
chr1_endo:153748924-153750524,TxWk
chr1_endo:153747124-153748924,Tx
chr1_endo:158084410-158086010,Tx
chr1_endo:158086010-158087610,TxWk
chr1_endo:158087610-158087810,EnhG1
chr1_endo:158087810-158094410,Tx
chr1_endo:202113672-202118672,TxWk
chr1_endo:202118672-202119072,EnhWk
chr1_endo:2381361-2382361,EnhA1
chr1_endo:2382361-2382561,EnhA2
chr1_endo:2382561-2390361,Quies
chr1_endo:110009578-110010378,TxWk
chr1_endo:110010378-110013578,Tx
chr1_endo:110013578-110014378,TxWk
chr1_endo:155165724-155165924,EnhWk
chr1_endo:155165924-155166324,EnhA1
chr1_endo:155166324-155166724,TssFlnkU
chr1_endo:155166724-155166924,TssA
chr1_endo:155166924-155167924,TssFlnkU
chr1_endo:155167924-155168124,TssA
chr1_endo:155168124-155169124,TxWk
chr1_endo:155169124-155170124,Tx
chr1_endo:27098509-27098709,EnhWk
chr1_endo:27098709-27100909,EnhA1
chr1_endo:147887073-147892273,Quies
chr1_endo:147892471-147894471,Quies
chr1_endo:39653728-39653928,EnhBiv
chr1_endo:39653928-39654728,ReprPC
chr1_endo:39647728-39653728,ReprPCWk
chr1_endo:25796309-25796509,EnhA2
chr1_endo:25796509-25796909,EnhA1
chr1_endo:25796909-25797309,EnhA2
chr1_endo:25797309-25797709,EnhA1
chr1_endo:25797709-25797909,EnhA2
chr1_endo:25797909-25799109,TxWk
chr1_endo:25799109-25799509,EnhWk
chr1_endo:25799509-25799709,EnhA1
chr1_endo:25799709-25799909,TssFlnkU
chr1_endo:3610036-3611436,TssFlnkU
chr1_endo:3611436-3611836,TssA
chr1_endo:3611836-3612236,TssBiv
chr1_endo:3612236-3613236,EnhBiv
chr1_endo:3613236-3614436,EnhA1
chr1_endo:3614436-3614836,EnhA2
chr1_endo:3614836-3615236,EnhA1
chr1_endo:8314140-8315940,EnhA1
chr1_endo:153564724-153565524,TxWk
chr1_endo:153568324-153568524,TssFlnkU
chr1_endo:153568524-153568724,TssA
chr1_endo:153568724-153569324,EnhA2
chr1_endo:153565524-153568324,EnhA1
chr1_endo:9493141-9494741,ReprPCWk
chr1_endo:9494741-9494941,ReprPC
chr1_endo:22413507-22428707,Quies
chr1_endo:204498472-204505872,Quies
chr1_endo:167058963-167059363,EnhWk
chr1_endo:39251128-39267728,TxWk
chr1_endo:204359872-204360272,TssFlnkU
chr1_endo:204360272-204360472,EnhA2
chr1_endo:204360472-204362272,ReprPCWk
chr1_endo:204362272-204362872,ReprPC
chr1_endo:204362872-204363272,EnhBiv
chr1_endo:204363272-204363872,TssFlnkU
chr1_endo:204363872-204364072,EnhA1
chr1_endo:44595128-44599728,ReprPCWk
chr1_endo:35544799-35545399,EnhWk
chr1_endo:35545399-35552399,TxWk
chr1_endo:15271704-15272304,ReprPCWk
chr1_endo:15272304-15272504,TssFlnkD
chr1_endo:181424464-181425264,EnhWk
chr1_endo:8348540-8349140,EnhA1
chr1_endo:23179707-23181507,ReprPCWk
chr1_endo:159208410-159211210,TxWk
chr1_endo:159211210-159211410,EnhWk
chr1_endo:159211410-159211610,TssFlnkD
chr1_endo:159211610-159215610,ReprPCWk
chr1_endo:203215672-203215872,EnhWk
chr1_endo:203215872-203216272,EnhA1
chr1_endo:203216272-203216472,EnhWk
chr1_endo:203216472-203216672,EnhA1
chr1_endo:203216672-203217472,EnhWk
chr1_endo:235080286-235080686,TxWk
chr1_endo:235081085-235082885,TxWk
chr1_endo:235082885-235083085,EnhA2
chr1_endo:235083085-235084285,EnhA1
chr1_endo:235084285-235084485,EnhWk
chr1_endo:30763753-30779353,Quies
chr1_endo:165362563-165373963,ReprPCWk
chr1_endo:48192328-48207928,Quies
chr1_endo:203267272-203267672,TssA
chr1_endo:203267672-203268072,TssFlnkU
chr1_endo:203268072-203269072,EnhA2
chr1_endo:203269072-203270872,TxWk
chr1_endo:41413328-41418728,TxWk
chr1_endo:41418728-41419328,EnhA2
chr1_endo:205900472-205913272,Quies
chr1_endo:214321657-214333057,Quies
chr1_endo:20635107-20648307,TxWk
chr1_endo:153767324-153773724,Tx
chr1_endo:153773724-153774524,TxWk
chr1_endo:153774524-153774724,EnhWk
chr1_endo:153774724-153775324,TssFlnkU
chr1_endo:223081058-223081258,EnhA2
chr1_endo:223081258-223081458,EnhA1
chr1_endo:223081458-223081658,EnhA2
chr1_endo:223081658-223088858,Quies
chr1_endo:2042161-2043961,ReprPCWk
chr1_endo:2043961-2044561,ReprPC
chr1_endo:2044561-2044961,TssBiv
chr1_endo:53681127-53681727,EnhWk
chr1_endo:53681727-53682327,EnhA1
chr1_endo:53682327-53682927,EnhWk
chr1_endo:53682927-53683927,TxWk
chr1_endo:53683927-53684727,EnhA2
chr1_endo:165909563-165911563,TxWk
chr1_endo:234309654-234310654,EnhWk
chr1_endo:203215672-203215872,EnhWk
chr1_endo:203215872-203216272,EnhA1
chr1_endo:203216272-203216472,EnhWk
chr1_endo:203216472-203216672,EnhA1
chr1_endo:203216672-203217472,EnhWk
chr1_endo:110615778-110619178,ReprPCWk
chr1_endo:110619178-110619578,EnhBiv
chr1_endo:110619578-110619978,TssBiv
chr1_endo:34852999-34853599,EnhA2
chr1_endo:34853599-34854599,TxWk
chr1_endo:34845799-34852999,Quies
chr1_endo:31542999-31548399,Quies
chr1_endo:31548399-31548599,EnhWk
chr1_endo:31548599-31548999,EnhA1
chr1_endo:31548999-31549199,TssFlnkU
chr1_endo:31549199-31549399,TssA
chr1_endo:31549399-31549999,TssFlnkU
chr1_endo:201346272-201346472,EnhA2
chr1_endo:201346472-201348672,EnhA1
chr1_endo:109396378-109396978,TssFlnkU
chr1_endo:109396978-109398178,TssA
chr1_endo:109398178-109398978,TssFlnkU
chr1_endo:109398978-109401978,TxWk
chr1_endo:109394778-109396378,TxWk
chr1_endo:31745399-31747199,EnhWk
chr1_endo:31747199-31751799,TxWk
chr1_endo:18818506-18820706,ReprPC
chr1_endo:18820706-18826306,ReprPCWk
chr1_endo:53386328-53393728,Quies
chr1_endo:53393728-53394128,EnhA2
chr1_endo:53394128-53395728,TxWk
chr1_endo:23176107-23177107,ReprPC
chr1_endo:23177107-23177307,EnhBiv
chr1_endo:23177307-23178307,TssBiv
chr1_endo:23178307-23178507,EnhBiv
chr1_endo:23178507-23179707,ReprPC
chr1_endo:41413328-41418728,TxWk
chr1_endo:41418728-41419328,EnhA2
chr1_endo:1245620-1245820,ReprPC
chr1_endo:1245820-1246420,EnhBiv
chr1_endo:1246420-1247220,TssBiv
chr1_endo:1247220-1247420,EnhBiv
chr1_endo:1247420-1248220,ReprPC
chr1_endo:1248220-1249420,ReprPCWk
chr1_endo:1244420-1245620,ReprPCWk
chr1_endo:209693455-209694855,ReprPC
chr1_endo:115771379-115771979,EnhA2
chr1_endo:54794727-54795527,EnhWk
chr1_endo:54785327-54794727,Quies
chr1_endo:43404929-43416529,TxWk
chr1_endo:160245610-160260410,Quies
chr1_endo:94802844-94806244,TxWk
chr1_endo:94806244-94806844,EnhWk
chr1_endo:94806844-94811844,Quies
chr1_endo:158124210-158124610,EnhWk
chr1_endo:158119010-158124210,TxWk
chr1_endo:20490307-20493507,ReprPCWk
chr1_endo:20493507-20493907,EnhA2
chr1_endo:20493907-20494107,TssA
chr1_endo:20494107-20494307,TssFlnkU
chr1_endo:20494307-20494707,EnhA1
chr1_endo:20494707-20494907,EnhWk
chr1_endo:54810327-54810527,EnhWk
chr1_endo:54810527-54812927,TxWk
chr1_endo:54812927-54814527,EnhWk
chr1_endo:235090085-235090285,EnhA2
chr1_endo:235090285-235091285,EnhA1
chr1_endo:235091285-235091485,EnhWk
chr1_endo:235091485-235093085,TxWk
chr1_endo:235093085-235093485,EnhA1
chr1_endo:235094085-235094285,EnhA1
chr1_endo:235093485-235094085,TssFlnkU
chr1_endo:37644728-37660928,ReprPCWk
chr1_endo:160675210-160675410,EnhWk
chr1_endo:160675410-160676210,EnhA1
chr1_endo:160676210-160681210,TxWk
chr1_endo:43389129-43390529,TssA
chr1_endo:43390529-43390929,TssFlnk
chr1_endo:43390929-43401329,Quies
chr1_endo:55275127-55275527,EnhWk
chr1_endo:55275527-55277127,TxWk
chr1_endo:55277127-55277727,EnhWk
chr1_endo:27383910-27387910,TxWk
chr1_endo:27388109-27389109,TxWk
chr1_endo:27389296-27391096,TxWk
chr1_endo:110608178-110615778,ReprPC
chr1_endo:38813928-38817728,ReprPC
chr1_endo:38817728-38819328,TssBiv
chr1_endo:38819328-38819728,EnhBiv
chr1_endo:38819728-38820528,ReprPC
chr1_endo:204941472-204941872,EnhWk
chr1_endo:204941872-204950272,Quies
chr1_endo:201969072-201970672,Tx
chr1_endo:201970672-201972872,TxWk
chr1_endo:147640601-147641401,EnhWk
chr1_endo:147641401-147642401,TxWk
chr1_endo:147642600-147644800,TxWk
chr1_endo:205524272-205528472,TxWk
chr1_endo:205528472-205528672,EnhWk
chr1_endo:205528672-205528872,EnhA1
chr1_endo:205528872-205529072,TssFlnkU
chr1_endo:205529072-205529272,TssA
chr1_endo:205529272-205529472,TssFlnkU
chr1_endo:205529472-205529672,EnhA1
chr1_endo:205529672-205529872,EnhWk
chr1_endo:161730810-161737410,ReprPCWk
chr1_endo:161737410-161737810,EnhWk
chr1_endo:239897700-239898100,EnhWk
chr1_endo:228074499-228080099,ReprPC
chr1_endo:26144509-26146309,ReprPC
chr1_endo:26146309-26148709,ReprPCWk
chr1_endo:33055399-33055799,EnhWk
chr1_endo:33055799-33060199,Quies
chr1_endo:6404940-6405740,ReprPC
chr1_endo:6405740-6412740,ReprPCWk
chr1_endo:154542924-154546524,Quies
chr1_endo:154546524-154549124,TxWk
chr1_endo:25993509-25996909,Quies
chr1_endo:25996909-25997509,TssFlnkU
chr1_endo:25997509-25998509,TssA
chr1_endo:25998509-25998709,TssFlnkU
chr1_endo:25998709-25999109,EnhA1
chr1_endo:225826099-225831699,TxWk
chr1_endo:225831699-225832299,Tx
chr1_endo:225832299-225839699,TxWk
chr1_endo:1060220-1060820,EnhBiv
chr1_endo:1060820-1062220,ReprPC
chr1_endo:1062220-1063620,EnhBiv
chr1_endo:1063620-1064820,TssBiv
chr1_endo:205702072-205715272,TxWk
chr1_endo:212605658-212606058,EnhBiv
chr1_endo:212606058-212608258,TssBiv
chr1_endo:212608258-212609458,TssA
chr1_endo:212609458-212610858,TssBiv
chr1_endo:223123858-223128858,ReprPCWk
chr1_endo:223128858-223129058,EnhWk
chr1_endo:223129058-223129458,EnhA1
chr1_endo:223129458-223129858,TssFlnkU
chr1_endo:223129858-223130258,EnhBiv
chr1_endo:33082399-33086199,ReprPC
chr1_endo:33086199-33089199,ReprPCWk
chr1_endo:111766978-111768578,TxWk
chr1_endo:55021727-55022327,EnhA2
chr1_endo:55022327-55022727,EnhA1
chr1_endo:53592127-53592327,EnhA2
chr1_endo:53592327-53592527,EnhA1
chr1_endo:53592527-53593727,EnhWk
chr1_endo:53593727-53594127,EnhA1
chr1_endo:234309654-234310654,EnhWk
chr1_endo:204364072-204371272,ReprPCWk
chr1_endo:204364072-204371272,ReprPCWk
chr1_endo:16139705-16140505,EnhA1
chr1_endo:16140505-16141105,EnhA2
chr1_endo:16141105-16142105,EnhA1
chr1_endo:16142105-16142305,EnhWk
chr1_endo:16142305-16143305,TxWk
chr1_endo:16143305-16143505,EnhA2
chr1_endo:16143505-16145105,EnhA1
chr1_endo:29200288-29201888,Tx
chr1_endo:29201888-29202088,TxWk
chr1_endo:29202088-29202288,EnhA2
chr1_endo:29202288-29202888,EnhA1
chr1_endo:29202888-29203488,EnhA2
chr1_endo:29203488-29205888,TxWk
chr1_endo:46547928-46549728,ReprPCWk
chr1_endo:46544928-46547928,ReprPC
chr1_endo:229469253-229470853,Tx
chr1_endo:229470853-229474053,TxWk
chr1_endo:229474053-229475853,Tx
chr1_endo:5745340-5746140,EnhA2
chr1_endo:5746140-5746540,EnhA1
chr1_endo:5746540-5747340,EnhWk
chr1_endo:5747340-5751540,TxWk
chr1_endo:109626778-109629978,Tx
chr1_endo:109625178-109626778,TxWk
chr1_endo:54984927-54994127,Quies
chr1_endo:54994127-54994327,EnhWk
chr1_endo:54994327-54995927,EnhA1
chr1_endo:160167410-160168810,EnhWk
chr1_endo:160168810-160169210,EnhA1
chr1_endo:160169210-160169610,TssFlnkU
chr1_endo:160169610-160170210,EnhA1
chr1_endo:223749498-223752498,TxWk
chr1_endo:223752498-223752898,EnhA1
chr1_endo:223752898-223753498,EnhWk
chr1_endo:20635107-20648307,TxWk
chr1_endo:114079778-114080778,EnhWk
chr1_endo:114080778-114081578,EnhA1
chr1_endo:114082178-114088178,TxWk
chr1_endo:114081578-114082178,EnhWk
chr1_endo:167439963-167441163,ReprPC
chr1_endo:167441163-167444963,ReprPCWk
chr1_endo:160210010-160211410,EnhWk
chr1_endo:160211410-160211610,EnhG1
chr1_endo:160211610-160219610,Tx
chr1_endo:93813844-93814244,EnhA2
chr1_endo:93814244-93815644,EnhA1
chr1_endo:165362563-165373963,ReprPCWk
chr1_endo:151829524-151830524,EnhA1
chr1_endo:151831324-151831524,EnhA1
chr1_endo:151831524-151836124,TxWk
chr1_endo:151830524-151831324,TssFlnkU
chr1_endo:204806672-204806872,EnhWk
chr1_endo:204806872-204807072,TssFlnkU
chr1_endo:204807072-204807472,TssA
chr1_endo:204807472-204807872,EnhA2
chr1_endo:30085353-30085553,EnhWk
chr1_endo:30085553-30086153,EnhA1
chr1_endo:30086153-30086553,TssFlnkU
chr1_endo:30086553-30090953,Quies
chr1_endo:206910455-206911255,ReprPC
chr1_endo:206911255-206915455,ReprPCWk
chr1_endo:225769098-225770498,EnhWk
chr1_endo:225770498-225771098,EnhA1
chr1_endo:225771698-225773098,EnhA1
chr1_endo:225773098-225776698,TxWk
chr1_endo:225771098-225771698,EnhWk
chr1_endo:45489728-45490528,TssBiv
chr1_endo:45490528-45491928,TssA
chr1_endo:45491928-45498928,Quies
chr1_endo:204359872-204360272,TssFlnkU
chr1_endo:204360272-204360472,EnhA2
chr1_endo:204360472-204362272,ReprPCWk
chr1_endo:204362272-204362872,ReprPC
chr1_endo:204362872-204363272,EnhBiv
chr1_endo:204363272-204363872,TssFlnkU
chr1_endo:204363872-204364072,EnhA1
chr1_endo:201113872-201114072,TssFlnkU
chr1_endo:201114072-201114272,TssA
chr1_endo:201114272-201115472,TssBiv
chr1_endo:201111872-201113872,ReprPCWk
chr1_endo:15935905-15937105,TxWk
chr1_endo:15937105-15938105,EnhG1
chr1_endo:203481072-203486872,TxWk
chr1_endo:203486872-203487072,EnhA1
chr1_endo:203487072-203487472,TssFlnkU
chr1_endo:203487472-203487872,TssA
chr1_endo:203487872-203488272,EnhA2
chr1_endo:203488272-203491472,TxWk
chr1_endo:19649106-19650706,TxWk
chr1_endo:19650706-19651106,EnhWk
chr1_endo:19651307-19651507,EnhWk
chr1_endo:19651507-19653307,TxWk
chr1_endo:19653307-19654507,EnhA2
chr1_endo:22957707-22965707,Quies
chr1_endo:209627255-209627655,EnhA1
chr1_endo:209627655-209628255,EnhWk
chr1_endo:209628255-209630255,TxWk
chr1_endo:47724728-47725728,TssBiv
chr1_endo:47725728-47726128,EnhBiv
chr1_endo:47726128-47726328,TssBiv
chr1_endo:47726328-47727928,ReprPC
chr1_endo:27604889-27605089,TssFlnkU
chr1_endo:27605089-27606089,EnhA1
chr1_endo:27606089-27606489,TssFlnkU
chr1_endo:27608089-27608289,EnhWk
chr1_endo:27608289-27608489,EnhA1
chr1_endo:27608489-27608689,EnhWk
chr1_endo:27606489-27608089,EnhA1
chr1_endo:225962700-225973900,Quies
chr1_endo:43929728-43931128,EnhA1
chr1_endo:43931128-43931328,EnhWk
chr1_endo:43931328-43932128,ReprPCWk
chr1_endo:43932128-43932928,ReprPC
chr1_endo:43932928-43933728,TssBiv
chr1_endo:43933728-43935328,TssFlnkU
chr1_endo:174989863-174990663,Tx
chr1_endo:174990663-174990863,EnhG1
chr1_endo:174990863-174998463,TxWk
chr1_endo:223364658-223365458,TssBiv
chr1_endo:223365458-223366658,ReprPC
chr1_endo:223366658-223368458,ReprPCWk
chr1_endo:12619994-12620594,EnhA1
chr1_endo:12620594-12621194,EnhWk
chr1_endo:12621194-12621594,TxWk
chr1_endo:12621594-12622394,EnhWk
chr1_endo:12622394-12629194,Quies
chr1_endo:21957507-21963507,TxWk
chr1_endo:21963507-21963707,EnhWk
chr1_endo:21963707-21964107,EnhA1
chr1_endo:20490307-20493507,ReprPCWk
chr1_endo:20493507-20493907,EnhA2
chr1_endo:20493907-20494107,TssA
chr1_endo:20494107-20494307,TssFlnkU
chr1_endo:20494307-20494707,EnhA1
chr1_endo:20494707-20494907,EnhWk
chr1_endo:18105506-18106506,ReprPC
chr1_endo:18106506-18107106,EnhBiv
chr1_endo:18107106-18111506,TssBiv
chr1_endo:32764799-32765199,EnhA1
chr1_endo:32765199-32767199,TssFlnkU
chr1_endo:32767199-32767399,TssFlnkD
chr1_endo:32767399-32767799,EnhWk
chr1_endo:32767799-32767999,TxWk
chr1_endo:32768999-32770199,TxWk
chr1_endo:32767999-32768999,Tx
chr1_endo:94244244-94246444,ReprPC
chr1_endo:94240444-94244244,ReprPCWk
chr1_endo:201786072-201788872,Tx
chr1_endo:201788872-201790672,TxWk
chr1_endo:201783872-201786072,TxWk
chr1_endo:204752472-204763472,Quies
chr1_endo:204763472-204763672,EnhWk
chr1_endo:204763672-204763872,TssFlnkD
chr1_endo:204763872-204764472,EnhWk
chr1_endo:153609924-153610124,EnhWk
chr1_endo:153610124-153611524,TxWk
chr1_endo:153611524-153611924,TssFlnk
chr1_endo:153611924-153613524,TssFlnkU
chr1_endo:153613524-153613724,EnhA1
chr1_endo:153613724-153615724,TxWk
chr1_endo:36283399-36286199,TxWk
chr1_endo:36286199-36294999,Tx
chr1_endo:177181064-177181864,TssBiv
chr1_endo:177181864-177182264,TssA
chr1_endo:177182264-177182464,TssFlnkD
chr1_endo:177182464-177182664,EnhWk
chr1_endo:201788872-201790672,TxWk
chr1_endo:201790672-201791272,Tx
chr1_endo:201791272-201792672,TxWk
chr1_endo:201792672-201793072,EnhA2
chr1_endo:201793072-201794472,TxWk
chr1_endo:201794472-201795672,Tx
chr1_endo:3727636-3732036,TxWk
chr1_endo:3732036-3732436,EnhWk
chr1_endo:3732436-3732836,EnhA1
chr1_endo:3732836-3733236,TssFlnkU
chr1_endo:3733236-3733436,EnhA1
chr1_endo:3733436-3734236,EnhWk
chr1_endo:3734236-3736236,TxWk
chr1_endo:204071272-204072272,ReprPC
chr1_endo:204072272-204072472,TssBiv
chr1_endo:204072472-204072672,TssFlnk
chr1_endo:204072672-204074672,TssA
chr1_endo:20424507-20425507,Het
chr1_endo:20425507-20426107,ZNF-Rpts
chr1_endo:20426107-20426707,Het
chr1_endo:20426707-20426907,ReprPCWk
chr1_endo:20426907-20429107,Quies
chr1_endo:6161740-6174340,Quies
chr1_endo:214581857-214582457,EnhWk
chr1_endo:214577857-214581857,Quies
chr1_endo:181139864-181141064,TxWk
chr1_endo:181141864-181142264,EnhA1
chr1_endo:181142264-181142664,TssFlnkU
chr1_endo:181142664-181142864,EnhWk
chr1_endo:181142864-181145864,ReprPCWk
chr1_endo:181141064-181141864,EnhWk
chr1_endo:10793143-10796143,TssBiv
chr1_endo:10796143-10796743,TssA
chr1_endo:10797143-10797543,ReprPCWk
chr1_endo:10797543-10799143,ReprPC
chr1_endo:10799143-10799743,ReprPCWk
chr1_endo:10799743-10800343,EnhWk
chr1_endo:10796743-10797143,TssFlnkU
chr1_endo:22630707-22639107,Quies
chr1_endo:22639107-22639707,EnhWk
chr1_endo:18680906-18683906,ReprPCWk
chr1_endo:18683906-18686306,ReprPC
chr1_endo:2364961-2381361,Quies
chr1_endo:31787599-31787799,EnhA1
chr1_endo:31787799-31788399,TssFlnkU
chr1_endo:31788399-31788999,TssA
chr1_endo:31788999-31789399,TssFlnkU
chr1_endo:31789399-31789799,EnhA1
chr1_endo:31783799-31787599,TxWk
chr1_endo:2305361-2306961,EnhG1
chr1_endo:2306961-2309161,Tx
chr1_endo:2309161-2310561,TxWk
chr1_endo:203172072-203172672,EnhA2
chr1_endo:203172672-203173072,EnhA1
chr1_endo:203173072-203173872,EnhWk
chr1_endo:203173872-203176872,TxWk
chr1_endo:64243717-64245517,EnhA2
chr1_endo:93813844-93814244,EnhA2
chr1_endo:93814244-93815644,EnhA1
chr1_endo:229227053-229227253,EnhWk
chr1_endo:229227253-229227453,EnhA1
chr1_endo:229228853-229231653,EnhA1
chr1_endo:229227453-229228853,EnhA2
chr1_endo:153613724-153615724,TxWk
chr1_endo:153616724-153616924,EnhA2
chr1_endo:153616924-153617524,EnhA1
chr1_endo:153617524-153617924,EnhWk
chr1_endo:153617924-153623124,TxWk
chr1_endo:153615724-153616724,EnhA1
chr1_endo:18098906-18102906,ReprPC
chr1_endo:18102906-18105506,ReprPCWk
chr1_endo:154865524-154865724,EnhWk
chr1_endo:154865724-154866524,TxWk
chr1_endo:154866524-154866924,EnhWk
chr1_endo:154866924-154867324,TssFlnkU
chr1_endo:154867324-154869724,TssBiv
chr1_endo:154869724-154870324,TssFlnkU
chr1_endo:94244244-94246444,ReprPC
chr1_endo:94240444-94244244,ReprPCWk
chr1_endo:207997655-207998855,EnhWk
chr1_endo:45000528-45002328,TxWk
chr1_endo:45002328-45009328,Tx
chr1_endo:31542999-31548399,Quies
chr1_endo:31548399-31548599,EnhWk
chr1_endo:31548599-31548999,EnhA1
chr1_endo:31548999-31549199,TssFlnkU
chr1_endo:31549199-31549399,TssA
chr1_endo:31549399-31549999,TssFlnkU
